col1,col2,col3
"Aug 2, 2000",0.0,2000
"Aug 3, 2000",11.562,2000
"Aug 4, 2000",0.0,2000
"Aug 5, 2000",0.0,2000
"Aug 6, 2000",0.0,2000
"Aug 7, 2000",17.652,2000
"Aug 8, 2000",0.0,2000
"Aug 9, 2000",0.0,2000
"Aug 10, 2000",17.652,2000
"Aug 11, 2000",0.0,2000
"Aug 12, 2000",0.0,2000
"Aug 13, 2000",0.0,2000
"Aug 14, 2000",0.0,2000
"Aug 15, 2000",0.0,2000
"Aug 16, 2000",0.0,2000
"Aug 17, 2000",0.0,2000
"Aug 18, 2000",0.0,2000
"Aug 19, 2000",0.0,2000
"Aug 20, 2000",0.0,2000
"Aug 21, 2000",0.0,2000
"Aug 22, 2000",0.0,2000
"Aug 23, 2000",19.087,2000
"Aug 24, 2000",0.0,2000
"Aug 25, 2000",0.0,2000
"Aug 26, 2000",0.0,2000
"Aug 27, 2000",0.0,2000
"Aug 28, 2000",0.0,2000
"Aug 29, 2000",0.0,2000
"Aug 30, 2000",0.0,2000
"Aug 31, 2000",0.0,2000
"Sep 1, 2000",0.0,2000
"Sep 2, 2000",8.047,2000
"Sep 3, 2000",8.047,2000
"Sep 4, 2000",0.0,2000
"Sep 5, 2000",0.0,2000
"Sep 6, 2000",0.0,2000
"Sep 7, 2000",0.0,2000
"Sep 8, 2000",0.0,2000
"Sep 9, 2000",0.0,2000
"Sep 10, 2000",0.0,2000
"Sep 11, 2000",0.0,2000
"Sep 12, 2000",0.0,2000
"Sep 13, 2000",40.044,2000
"Sep 14, 2000",0.0,2000
"Sep 15, 2000",0.0,2000
"Sep 16, 2000",0.0,2000
"Sep 17, 2000",0.0,2000
"Sep 18, 2000",0.0,2000
"Sep 19, 2000",0.0,2000
"Sep 20, 2000",0.0,2000
"Sep 21, 2000",0.0,2000
"Sep 22, 2000",0.0,2000
"Sep 23, 2000",24.435,2000
"Sep 24, 2000",0.0,2000
"Sep 25, 2000",0.0,2000
"Sep 26, 2000",4.924,2000
"Sep 27, 2000",0.0,2000
"Sep 28, 2000",0.0,2000
"Sep 29, 2000",0.0,2000
"Sep 30, 2000",0.0,2000
"Oct 1, 2000",0.0,2000
"Oct 2, 2000",0.0,2000
"Oct 3, 2000",0.0,2000
"Oct 4, 2000",9.137,2000
"Oct 5, 2000",9.137,2000
"Oct 6, 2000",25.319,2000
"Oct 7, 2000",0.0,2000
"Oct 8, 2000",0.0,2000
"Oct 9, 2000",0.0,2000
"Oct 10, 2000",0.0,2000
"Oct 11, 2000",0.0,2000
"Oct 12, 2000",0.0,2000
"Oct 13, 2000",0.0,2000
"Oct 14, 2000",0.0,2000
"Oct 15, 2000",0.0,2000
"Oct 16, 2000",0.0,2000
"Oct 17, 2000",0.0,2000
"Oct 18, 2000",28.444,2000
"Oct 19, 2000",0.0,2000
"Oct 20, 2000",0.0,2000
"Oct 21, 2000",0.0,2000
"Oct 22, 2000",0.0,2000
"Oct 23, 2000",0.0,2000
"Oct 24, 2000",3.449,2000
"Oct 25, 2000",0.0,2000
"Oct 26, 2000",0.0,2000
"Oct 27, 2000",0.0,2000
"Oct 28, 2000",0.0,2000
"Oct 29, 2000",0.0,2000
"Oct 30, 2000",0.0,2000
"Oct 31, 2000",0.0,2000
"Nov 1, 2000",0.0,2000
"Nov 2, 2000",0.0,2000
"Nov 3, 2000",0.0,2000
"Nov 4, 2000",0.0,2000
"Nov 5, 2000",0.0,2000
"Nov 6, 2000",0.0,2000
"Nov 7, 2000",0.0,2000
"Nov 8, 2000",0.0,2000
"Nov 9, 2000",0.0,2000
"Nov 10, 2000",0.0,2000
"Nov 11, 2000",0.0,2000
"Nov 12, 2000",0.0,2000
"Nov 13, 2000",17.416,2000
"Nov 14, 2000",0.0,2000
"Nov 15, 2000",0.0,2000
"Nov 16, 2000",0.0,2000
"Nov 17, 2000",0.0,2000
"Nov 18, 2000",0.0,2000
"Nov 19, 2000",0.0,2000
"Nov 20, 2000",0.0,2000
"Nov 21, 2000",0.0,2000
"Nov 22, 2000",0.0,2000
"Nov 23, 2000",0.0,2000
"Nov 24, 2000",0.0,2000
"Nov 25, 2000",5.946,2000
"Nov 26, 2000",7.127,2000
"Nov 27, 2000",0.0,2000
"Nov 28, 2000",0.0,2000
"Nov 29, 2000",0.0,2000
"Nov 30, 2000",14.255,2000
"Dec 1, 2000",0.0,2000
"Dec 2, 2000",0.0,2000
"Dec 3, 2000",0.0,2000
"Dec 4, 2000",0.0,2000
"Dec 5, 2000",3.954,2000
"Dec 6, 2000",0.0,2000
"Dec 7, 2000",0.0,2000
"Dec 8, 2000",0.0,2000
"Dec 9, 2000",0.0,2000
"Dec 10, 2000",0.0,2000
"Dec 11, 2000",0.0,2000
"Dec 12, 2000",0.0,2000
"Dec 13, 2000",0.0,2000
"Dec 14, 2000",10.737,2000
"Dec 15, 2000",0.0,2000
"Dec 16, 2000",5.321,2000
"Dec 17, 2000",13.302,2000
"Dec 18, 2000",0.0,2000
"Dec 19, 2000",2.66,2000
"Dec 20, 2000",0.0,2000
"Dec 21, 2000",0.0,2000
"Dec 22, 2000",0.0,2000
"Dec 23, 2000",0.0,2000
"Dec 24, 2000",0.0,2000
"Dec 25, 2000",0.0,2000
"Dec 26, 2000",0.0,2000
"Dec 27, 2000",0.0,2000
"Dec 28, 2000",0.0,2000
"Dec 29, 2000",0.0,2000
"Dec 30, 2000",6.387,2000
"Dec 31, 2000",2.129,2000
"Jan 1, 2001",0.0,2001
"Jan 2, 2001",0.0,2001
"Jan 3, 2001",0.0,2001
"Jan 4, 2001",0.0,2001
"Jan 5, 2001",4.218,2001
"Jan 6, 2001",0.0,2001
"Jan 7, 2001",0.0,2001
"Jan 8, 2001",0.0,2001
"Jan 9, 2001",0.0,2001
"Jan 10, 2001",0.0,2001
"Jan 11, 2001",0.0,2001
"Jan 12, 2001",0.0,2001
"Jan 13, 2001",0.0,2001
"Jan 14, 2001",2.298,2001
"Jan 15, 2001",1.149,2001
"Jan 16, 2001",0.0,2001
"Jan 17, 2001",0.0,2001
"Jan 18, 2001",0.0,2001
"Jan 19, 2001",9.916,2001
"Jan 20, 2001",0.0,2001
"Jan 21, 2001",3.924,2001
"Jan 22, 2001",0.0,2001
"Jan 23, 2001",0.0,2001
"Jan 24, 2001",0.0,2001
"Jan 25, 2001",0.0,2001
"Jan 26, 2001",0.0,2001
"Jan 27, 2001",3.707,2001
"Jan 28, 2001",0.0,2001
"Jan 29, 2001",0.0,2001
"Jan 30, 2001",11.12,2001
"Jan 31, 2001",0.0,2001
"Feb 1, 2001",0.0,2001
"Feb 2, 2001",0.0,2001
"Feb 3, 2001",0.0,2001
"Feb 4, 2001",2.072,2001
"Feb 5, 2001",2.072,2001
"Feb 6, 2001",0.0,2001
"Feb 7, 2001",0.0,2001
"Feb 8, 2001",1.362,2001
"Feb 9, 2001",6.808,2001
"Feb 10, 2001",2.723,2001
"Feb 11, 2001",0.0,2001
"Feb 12, 2001",0.0,2001
"Feb 13, 2001",0.0,2001
"Feb 14, 2001",6.211,2001
"Feb 15, 2001",8.281,2001
"Feb 16, 2001",2.642,2001
"Feb 17, 2001",0.0,2001
"Feb 18, 2001",0.0,2001
"Feb 19, 2001",0.0,2001
"Feb 20, 2001",0.0,2001
"Feb 21, 2001",0.0,2001
"Feb 22, 2001",2.796,2001
"Feb 23, 2001",0.0,2001
"Feb 24, 2001",0.0,2001
"Feb 25, 2001",8.389,2001
"Feb 26, 2001",0.0,2001
"Feb 27, 2001",0.0,2001
"Feb 28, 2001",0.0,2001
"Mar 1, 2001",0.0,2001
"Mar 2, 2001",0.0,2001
"Mar 3, 2001",0.0,2001
"Mar 4, 2001",0.0,2001
"Mar 5, 2001",0.0,2001
"Mar 6, 2001",0.0,2001
"Mar 7, 2001",27.052,2001
"Mar 8, 2001",0.0,2001
"Mar 9, 2001",0.0,2001
"Mar 10, 2001",0.0,2001
"Mar 11, 2001",0.0,2001
"Mar 12, 2001",0.0,2001
"Mar 13, 2001",9.351,2001
"Mar 14, 2001",0.0,2001
"Mar 15, 2001",6.234,2001
"Mar 16, 2001",0.0,2001
"Mar 17, 2001",0.0,2001
"Mar 18, 2001",0.0,2001
"Mar 19, 2001",0.0,2001
"Mar 20, 2001",0.0,2001
"Mar 21, 2001",30.209,2001
"Mar 22, 2001",12.083,2001
"Mar 23, 2001",0.0,2001
"Mar 24, 2001",0.0,2001
"Mar 25, 2001",0.0,2001
"Mar 26, 2001",0.0,2001
"Mar 27, 2001",0.0,2001
"Mar 28, 2001",0.0,2001
"Mar 29, 2001",5.64,2001
"Mar 30, 2001",33.839,2001
"Mar 31, 2001",0.0,2001
"Apr 1, 2001",0.0,2001
"Apr 2, 2001",0.0,2001
"Apr 3, 2001",0.0,2001
"Apr 4, 2001",0.0,2001
"Apr 5, 2001",0.0,2001
"Apr 6, 2001",3.613,2001
"Apr 7, 2001",0.0,2001
"Apr 8, 2001",3.613,2001
"Apr 9, 2001",3.613,2001
"Apr 10, 2001",3.613,2001
"Apr 11, 2001",3.393,2001
"Apr 12, 2001",1.696,2001
"Apr 13, 2001",0.0,2001
"Apr 14, 2001",0.0,2001
"Apr 15, 2001",1.696,2001
"Apr 16, 2001",1.724,2001
"Apr 17, 2001",0.0,2001
"Apr 18, 2001",0.0,2001
"Apr 19, 2001",0.0,2001
"Apr 20, 2001",3.449,2001
"Apr 21, 2001",4.118,2001
"Apr 22, 2001",0.0,2001
"Apr 23, 2001",0.0,2001
"Apr 24, 2001",4.118,2001
"Apr 25, 2001",0.0,2001
"Apr 26, 2001",0.0,2001
"Apr 27, 2001",0.0,2001
"Apr 28, 2001",0.0,2001
"Apr 29, 2001",0.0,2001
"Apr 30, 2001",0.0,2001
"May 1, 2001",0.0,2001
"May 2, 2001",0.0,2001
"May 3, 2001",0.0,2001
"May 4, 2001",0.0,2001
"May 5, 2001",0.0,2001
"May 6, 2001",0.0,2001
"May 7, 2001",0.0,2001
"May 8, 2001",0.0,2001
"May 9, 2001",0.0,2001
"May 10, 2001",0.0,2001
"May 11, 2001",0.0,2001
"May 12, 2001",0.0,2001
"May 13, 2001",0.0,2001
"May 14, 2001",0.0,2001
"May 15, 2001",0.0,2001
"May 16, 2001",0.0,2001
"May 17, 2001",0.0,2001
"May 18, 2001",7.402,2001
"May 19, 2001",3.701,2001
"May 20, 2001",0.0,2001
"May 21, 2001",13.913,2001
"May 22, 2001",0.0,2001
"May 23, 2001",13.913,2001
"May 24, 2001",0.0,2001
"May 25, 2001",0.0,2001
"May 26, 2001",24.533,2001
"May 27, 2001",4.907,2001
"May 28, 2001",0.0,2001
"May 29, 2001",0.0,2001
"May 30, 2001",0.0,2001
"May 31, 2001",0.0,2001
"Jun 1, 2001",0.0,2001
"Jun 2, 2001",0.0,2001
"Jun 3, 2001",23.516,2001
"Jun 4, 2001",0.0,2001
"Jun 5, 2001",0.0,2001
"Jun 6, 2001",0.0,2001
"Jun 7, 2001",0.0,2001
"Jun 8, 2001",0.0,2001
"Jun 9, 2001",0.0,2001
"Jun 10, 2001",0.0,2001
"Jun 11, 2001",12.484,2001
"Jun 12, 2001",0.0,2001
"Jun 13, 2001",0.0,2001
"Jun 14, 2001",0.0,2001
"Jun 15, 2001",0.0,2001
"Jun 16, 2001",22.429,2001
"Jun 17, 2001",0.0,2001
"Jun 18, 2001",0.0,2001
"Jun 19, 2001",0.0,2001
"Jun 20, 2001",0.0,2001
"Jun 21, 2001",27.823,2001
"Jun 22, 2001",27.823,2001
"Jun 23, 2001",0.0,2001
"Jun 24, 2001",0.0,2001
"Jun 25, 2001",0.0,2001
"Jun 26, 2001",0.0,2001
"Jun 27, 2001",0.0,2001
"Jun 28, 2001",0.0,2001
"Jun 29, 2001",0.0,2001
"Jun 30, 2001",0.0,2001
"Jul 1, 2001",30.223,2001
"Jul 2, 2001",0.0,2001
"Jul 3, 2001",15.112,2001
"Jul 4, 2001",0.0,2001
"Jul 5, 2001",0.0,2001
"Jul 6, 2001",0.0,2001
"Jul 7, 2001",0.0,2001
"Jul 8, 2001",0.0,2001
"Jul 9, 2001",0.0,2001
"Jul 10, 2001",0.0,2001
"Jul 11, 2001",0.0,2001
"Jul 12, 2001",0.0,2001
"Jul 13, 2001",0.0,2001
"Jul 14, 2001",0.0,2001
"Jul 15, 2001",0.0,2001
"Jul 16, 2001",0.0,2001
"Jul 17, 2001",0.0,2001
"Jul 18, 2001",0.0,2001
"Jul 19, 2001",0.0,2001
"Jul 20, 2001",0.0,2001
"Jul 21, 2001",0.0,2001
"Jul 22, 2001",0.0,2001
"Jul 23, 2001",0.0,2001
"Jul 24, 2001",20.272,2001
"Jul 25, 2001",0.0,2001
"Jul 26, 2001",0.0,2001
"Jul 27, 2001",0.0,2001
"Jul 28, 2001",0.0,2001
"Jul 29, 2001",0.0,2001
"Jul 30, 2001",0.0,2001
"Jul 31, 2001",0.0,2001
"Aug 1, 2001",0.0,2001
"Aug 2, 2001",0.0,2001
"Aug 3, 2001",0.0,2001
"Aug 4, 2001",0.0,2001
"Aug 5, 2001",0.0,2001
"Aug 6, 2001",0.0,2001
"Aug 7, 2001",0.0,2001
"Aug 8, 2001",0.0,2001
"Aug 9, 2001",0.0,2001
"Aug 10, 2001",0.0,2001
"Aug 11, 2001",0.0,2001
"Aug 12, 2001",0.0,2001
"Aug 13, 2001",0.0,2001
"Aug 14, 2001",0.0,2001
"Aug 15, 2001",0.0,2001
"Aug 16, 2001",0.0,2001
"Aug 17, 2001",39.751,2001
"Aug 18, 2001",0.0,2001
"Aug 19, 2001",0.0,2001
"Aug 20, 2001",0.0,2001
"Aug 21, 2001",0.0,2001
"Aug 22, 2001",0.0,2001
"Aug 23, 2001",8.989,2001
"Aug 24, 2001",0.0,2001
"Aug 25, 2001",0.0,2001
"Aug 26, 2001",0.0,2001
"Aug 27, 2001",9.091,2001
"Aug 28, 2001",18.183,2001
"Aug 29, 2001",0.0,2001
"Aug 30, 2001",0.0,2001
"Aug 31, 2001",9.091,2001
"Sep 1, 2001",0.0,2001
"Sep 2, 2001",0.0,2001
"Sep 3, 2001",0.0,2001
"Sep 4, 2001",0.0,2001
"Sep 5, 2001",0.0,2001
"Sep 6, 2001",0.0,2001
"Sep 7, 2001",0.0,2001
"Sep 8, 2001",0.0,2001
"Sep 9, 2001",0.0,2001
"Sep 10, 2001",0.0,2001
"Sep 11, 2001",0.0,2001
"Sep 12, 2001",0.0,2001
"Sep 13, 2001",0.0,2001
"Sep 14, 2001",23.98,2001
"Sep 15, 2001",0.0,2001
"Sep 16, 2001",0.0,2001
"Sep 17, 2001",0.0,2001
"Sep 18, 2001",0.0,2001
"Sep 19, 2001",0.0,2001
"Sep 20, 2001",6.867,2001
"Sep 21, 2001",0.0,2001
"Sep 22, 2001",0.0,2001
"Sep 23, 2001",0.0,2001
"Sep 24, 2001",21.732,2001
"Sep 25, 2001",86.928,2001
"Sep 26, 2001",0.0,2001
"Sep 27, 2001",0.0,2001
"Sep 28, 2001",0.0,2001
"Sep 29, 2001",0.0,2001
"Sep 30, 2001",0.0,2001
"Oct 1, 2001",0.0,2001
"Oct 2, 2001",0.0,2001
"Oct 3, 2001",0.0,2001
"Oct 4, 2001",0.0,2001
"Oct 5, 2001",0.0,2001
"Oct 6, 2001",8.623,2001
"Oct 7, 2001",0.0,2001
"Oct 8, 2001",0.0,2001
"Oct 9, 2001",0.0,2001
"Oct 10, 2001",0.0,2001
"Oct 11, 2001",0.0,2001
"Oct 12, 2001",12.795,2001
"Oct 13, 2001",0.0,2001
"Oct 14, 2001",0.0,2001
"Oct 15, 2001",0.0,2001
"Oct 16, 2001",0.0,2001
"Oct 17, 2001",0.0,2001
"Oct 18, 2001",0.0,2001
"Oct 19, 2001",9.642,2001
"Oct 20, 2001",0.0,2001
"Oct 21, 2001",0.0,2001
"Oct 22, 2001",0.0,2001
"Oct 23, 2001",11.252,2001
"Oct 24, 2001",11.252,2001
"Oct 25, 2001",0.0,2001
"Oct 26, 2001",0.0,2001
"Oct 27, 2001",0.0,2001
"Oct 28, 2001",0.0,2001
"Oct 29, 2001",0.0,2001
"Oct 30, 2001",0.0,2001
"Oct 31, 2001",0.0,2001
"Nov 1, 2001",0.0,2001
"Nov 2, 2001",18.056,2001
"Nov 3, 2001",0.0,2001
"Nov 4, 2001",0.0,2001
"Nov 5, 2001",0.0,2001
"Nov 6, 2001",0.0,2001
"Nov 7, 2001",0.0,2001
"Nov 8, 2001",0.0,2001
"Nov 9, 2001",0.0,2001
"Nov 10, 2001",0.0,2001
"Nov 11, 2001",0.0,2001
"Nov 12, 2001",0.0,2001
"Nov 13, 2001",0.0,2001
"Nov 14, 2001",0.0,2001
"Nov 15, 2001",0.0,2001
"Nov 16, 2001",0.0,2001
"Nov 17, 2001",0.0,2001
"Nov 18, 2001",0.0,2001
"Nov 19, 2001",0.0,2001
"Nov 20, 2001",0.0,2001
"Nov 21, 2001",0.0,2001
"Nov 22, 2001",0.0,2001
"Nov 23, 2001",0.0,2001
"Nov 24, 2001",0.0,2001
"Nov 25, 2001",7.155,2001
"Nov 26, 2001",0.0,2001
"Nov 27, 2001",14.338,2001
"Nov 28, 2001",7.169,2001
"Nov 29, 2001",7.169,2001
"Nov 30, 2001",7.169,2001
"Dec 1, 2001",0.0,2001
"Dec 2, 2001",0.0,2001
"Dec 3, 2001",0.0,2001
"Dec 4, 2001",0.0,2001
"Dec 5, 2001",0.0,2001
"Dec 6, 2001",2.477,2001
"Dec 7, 2001",0.0,2001
"Dec 8, 2001",7.43,2001
"Dec 9, 2001",4.953,2001
"Dec 10, 2001",0.0,2001
"Dec 11, 2001",0.0,2001
"Dec 12, 2001",0.0,2001
"Dec 13, 2001",0.0,2001
"Dec 14, 2001",12.816,2001
"Dec 15, 2001",0.0,2001
"Dec 16, 2001",0.0,2001
"Dec 17, 2001",5.385,2001
"Dec 18, 2001",16.155,2001
"Dec 19, 2001",0.0,2001
"Dec 20, 2001",0.0,2001
"Dec 21, 2001",0.0,2001
"Dec 22, 2001",0.0,2001
"Dec 23, 2001",7.242,2001
"Dec 24, 2001",0.0,2001
"Dec 25, 2001",0.0,2001
"Dec 26, 2001",0.0,2001
"Dec 27, 2001",0.0,2001
"Dec 28, 2001",0.0,2001
"Dec 29, 2001",0.0,2001
"Dec 30, 2001",0.0,2001
"Dec 31, 2001",0.0,2001
"Jan 1, 2002",0.0,2002
"Jan 2, 2002",0.0,2002
"Jan 3, 2002",0.0,2002
"Jan 4, 2002",0.777,2002
"Jan 5, 2002",0.0,2002
"Jan 6, 2002",6.626,2002
"Jan 7, 2002",2.209,2002
"Jan 8, 2002",0.0,2002
"Jan 9, 2002",4.417,2002
"Jan 10, 2002",0.0,2002
"Jan 11, 2002",3.139,2002
"Jan 12, 2002",0.0,2002
"Jan 13, 2002",0.0,2002
"Jan 14, 2002",0.0,2002
"Jan 15, 2002",0.0,2002
"Jan 16, 2002",0.0,2002
"Jan 17, 2002",0.0,2002
"Jan 18, 2002",0.0,2002
"Jan 19, 2002",12.024,2002
"Jan 20, 2002",0.0,2002
"Jan 21, 2002",1.75,2002
"Jan 22, 2002",0.0,2002
"Jan 23, 2002",1.75,2002
"Jan 24, 2002",5.249,2002
"Jan 25, 2002",0.0,2002
"Jan 26, 2002",0.0,2002
"Jan 27, 2002",0.0,2002
"Jan 28, 2002",0.0,2002
"Jan 29, 2002",8.751,2002
"Jan 30, 2002",0.0,2002
"Jan 31, 2002",0.0,2002
"Feb 1, 2002",10.585,2002
"Feb 2, 2002",0.0,2002
"Feb 3, 2002",0.0,2002
"Feb 4, 2002",0.0,2002
"Feb 5, 2002",0.0,2002
"Feb 6, 2002",0.0,2002
"Feb 7, 2002",0.0,2002
"Feb 8, 2002",0.0,2002
"Feb 9, 2002",0.0,2002
"Feb 10, 2002",4.468,2002
"Feb 11, 2002",0.0,2002
"Feb 12, 2002",11.364,2002
"Feb 13, 2002",0.0,2002
"Feb 14, 2002",0.0,2002
"Feb 15, 2002",11.364,2002
"Feb 16, 2002",0.0,2002
"Feb 17, 2002",0.0,2002
"Feb 18, 2002",0.0,2002
"Feb 19, 2002",1.701,2002
"Feb 20, 2002",3.401,2002
"Feb 21, 2002",0.0,2002
